front,back,deck,tags,source
"高裁特2231204Ё業務上過失致傷罪が成立すれば重過失致傷罪は成立しないとした）とは？","炎天下の自動車内に幼児を放置し，死亡させる行為等は重過失に当たる（さらに74頁参照）。","刑法_基本概念","刑法,基本概念,過失","高裁特2231204Ё業務上過失致傷罪が成立すれば重過失致傷罪は成立しないとした）．炎天下の自動車内に幼児を放置し，死亡させる行為等は重過失に当たる（さらに74頁参照）．"
"自動車運転処罰法自動車事故に対する法定刑が軽すぎるとの世論の批判を受自動車事故の重罰化け，平成25年に「自動車の運転により人を死傷させる行為等の処罰に関する法律...とは？","自動車とは，道路交通法上の「自動車」（二輪を含む）のほか，原動機付自転車（いわゆる原付）も含む。自動車以外の航空機や鉄道に関する致死傷事故には，211条の業務上過失致死傷罪が適用される。","刑法_基本概念","刑法,基本概念,過失","自動車運転処罰法自動車事故に対する法定刑が軽すぎるとの世論の批判を受自動車事故の重罰化け，平成25年に「自動車の運転により人を死傷させる行為等の処罰に関する法律」（自動車運転処罰法）が成立し，自動車事故による死傷事件は刑法上の罪ではなく，すべて同法により処罰されることとなった（その結果，211条の業務上過失致死傷罪は自動車事故を含まない）．自動車とは，道路交通法上の「自動車」（二輪を含む）のほか，..."
"正常な運転に支障が生ずるおそれがある状態」で運転し，その結果「正常な運転が困難な状態に陥り」，人を死傷させる罪である（3条）とは？","2条に必要な「正常な運転が困難であること」の認識が認定できず，過失運転致死傷罪とせざるを得ない場合が生ずるなどの問題を解決するため，「正常な運転に支障が生ずるおそれがある状態で，自動車を運転」することの認識で足りるとした。「正常な運転が困難な状態」であることの認識は不要であるが，客観的に「正常な運転が困難な状態に陥って」人を死傷することが必要である。","刑法_基本概念","刑法,基本概念,過失","正常な運転に支障が生ずるおそれがある状態」で運転し，その結果「正常な運転が困難な状態に陥り」，人を死傷させる罪である（3条）．2条に必要な「正常な運転が困難であること」の認識が認定できず，過失運転致死傷罪とせざるを得ない場合が生ずるなどの問題を解決するため，「正常な運転に支障が生ずるおそれがある状態で，自動車を運転」することの認識で足りるとした．「正常な運転が困難な状態」であることの認識は不要であ..."
"過失運転致死傷罪（条文は自動車運転処罰法を指す）5条自動車の運転上必要な注意を怠り，よって人を死傷させた者は，7年以下の懲役若しくは禁錮又は100万円以下の罰金に処するとは？","ただし，その傷害が軽いときは，情状により，その刑を免除することができる。","刑法_基本概念","刑法,基本概念,過失","過失運転致死傷罪（条文は自動車運転処罰法を指す）5条自動車の運転上必要な注意を怠り，よって人を死傷させた者は，7年以下の懲役若しくは禁錮又は100万円以下の罰金に処する．ただし，その傷害が軽いときは，情状により，その刑を免除することができる．"
"条は，かつて刑法211条の業務上過失致死傷罪で処罰されていた自動車事故による致死傷罪を処罰するとは？","211条が適用される他の事故（鉄道，航空機等）による致死傷事案よりも，重く処罰されることになる。","刑法_基本概念","刑法,基本概念,過失","条は，かつて刑法211条の業務上過失致死傷罪で処罰されていた自動車事故による致死傷罪を処罰する．211条が適用される他の事故（鉄道，航空機等）による致死傷事案よりも，重く処罰されることになる．"
"判例は，自己堕胎の幇助行為を212条の幇助犯として処断するとは？","医師の緊急避難行為を利用した堕胎行為は，本罪の間接正犯となる（⇨34頁）。","刑法_基本概念","刑法,基本概念,緊急避難","判例は，自己堕胎の幇助行為を212条の幇助犯として処断する．医師の緊急避難行為を利用した堕胎行為は，本罪の間接正犯となる（⇨34頁）．"
"【共犯関係妊婦を教唆して，医師による堕胎を行わせる行為は，212条の教唆となるが，65条2項により213条の教唆犯の刑を科されるとは？","さらに，妊婦と医師の双方を教唆して堕胎施術を行わせた場合（医師は214条，妊婦は212条の正犯）は，212条の教唆と214条の教唆に該当し，包括して重い214条の教唆の一罪が成立するが，刑は65条2項により，213条の教唆犯の限度で科される（大判大963刑録26382）。","刑法_基本概念","刑法,基本概念,共犯","【共犯関係妊婦を教唆して，医師による堕胎を行わせる行為は，212条の教唆となるが，65条2項により213条の教唆犯の刑を科される．さらに，妊婦と医師の双方を教唆して堕胎施術を行わせた場合（医師は214条，妊婦は212条の正犯）は，212条の教唆と214条の教唆に該当し，包括して重い214条の教唆の一罪が成立するが，刑は65条2項により，213条の教唆犯の限度で科される（大判大963刑録26382）..."
"本罪の結果的加重犯である216条は，傷害の罪と比較して重い刑により処断する（致傷罪は6月以上15年以下の懲役，致死罪は3年以上の有期懲役となる）とは？","堕胎罪の中で未遂犯を処罰するのは本罪のみである。","刑法_基本概念","刑法,基本概念,未遂犯","本罪の結果的加重犯である216条は，傷害の罪と比較して重い刑により処断する（致傷罪は6月以上15年以下の懲役，致死罪は3年以上の有期懲役となる）．堕胎罪の中で未遂犯を処罰するのは本罪のみである．"
"【危険発生の認識故意犯である遺棄罪は，生命・身体に危険が発生していることの認識を要する（広島高判平24410高検速報平24221）とは？","泥酔状態で水風呂に入っている内妻を放置して死亡させた事案につき，生命身体に危険が及ぶとの認識がなかったとして，保護責任者遺棄罪の故意を否定し，重過失致死罪とした例がある（東京高判昭601210判時1201148）。","刑法_基本概念","刑法,基本概念,故意,過失","【危険発生の認識故意犯である遺棄罪は，生命・身体に危険が発生していることの認識を要する（広島高判平24410高検速報平24221）．泥酔状態で水風呂に入っている内妻を放置して死亡させた事案につき，生命身体に危険が及ぶとの認識がなかったとして，保護責任者遺棄罪の故意を否定し，重過失致死罪とした例がある（東京高判昭601210判時1201148）．"
"因果関係単純遺棄罪，保護責任者遺棄罪の結果的加重犯であるとは？","傷害罪，傷害致死罪と比較して，上限・下限それぞれにつき，重い刑により処断される。遺棄行為と死傷結果との間に，因果関係が必要である。","刑法_基本概念","刑法,基本概念,因果関係","因果関係単純遺棄罪，保護責任者遺棄罪の結果的加重犯である．傷害罪，傷害致死罪と比較して，上限・下限それぞれにつき，重い刑により処断される．遺棄行為と死傷結果との間に，因果関係が必要である．最決平11215（前掲判例⑩）は，「救急医療を要請していれば……十中八九同女の救命が可能であった」場合につき，被告人の放置行為と死亡結果との間の因果関係を認めた（⇨49頁）．これに対し，札幌地判平"
"【不作為の殺人罪との関係本罪は結果的加重犯であるから，死傷につき故意があれば，殺人罪，傷害罪に当たるとは？","ただ，殺意がある場合のすべてにつき殺人罪の成立が認められるわけではない（⇨37頁参照）。","刑法_基本概念","刑法,基本概念,故意","【不作為の殺人罪との関係本罪は結果的加重犯であるから，死傷につき故意があれば，殺人罪，傷害罪に当たる．ただ，殺意がある場合のすべてにつき殺人罪の成立が認められるわけではない（⇨37頁参照）．"
"保護法益本罪は身体の自由を保護法益とするとは？","逮捕罪と監禁罪とは，行為態様が異なるものの，同一条文に規定され，法定刑も同一である。逮捕行為に引き続き監禁行為が行われた場合は，逮捕監禁罪として220条一罪が成立する。","刑法_基本概念","刑法,基本概念,正当防衛,共犯","保護法益本罪は身体の自由を保護法益とする．逮捕罪と監禁罪とは，行為態様が異なるものの，同一条文に規定され，法定刑も同一である．逮捕行為に引き続き監禁行為が行われた場合は，逮捕監禁罪として220条一罪が成立する．監禁罪は典型的な継続犯であり，監禁の途中から加担した共犯者も，監禁行為全体について共犯が成立し，被害者の側からは監禁状態が続く限り，常に正当防衛が可能となる．"
"条は，「不法」な逮捕・監禁行為のみを処罰するとは？","ただ，これは適法な逮捕・監禁行為は本罪に当たらないことを注意的に規定したにすぎない（警察官による適法な逮捕行為は，正当行為として違法性が阻却される）。","刑法_基本概念","刑法,基本概念,違法性","条は，「不法」な逮捕・監禁行為のみを処罰する．ただ，これは適法な逮捕・監禁行為は本罪に当たらないことを注意的に規定したにすぎない（警察官による適法な逮捕行為は，正当行為として違法性が阻却される）．"
"親権者や教師による逮捕・監禁行為は，適法な監護権の行使と認められれば正当行為として違法性が阻却されるとは？","親権は未成年者に対して行使できるが，逮捕・監禁罪においては民法とは別個の，被害者の行動の自由の観点から，実質的な法益侵害の有無が判断される。東京地判平8117（判時1563152Ёオウム真理教監禁事件）は，19歳の少女を母親が逮捕・監禁した行為につき本罪の成立を認めたが，被害者の年齢の他，従前の親子関係等の事情から監護権の行使といえないとされた。","刑法_基本概念","刑法,基本概念,違法性","親権者や教師による逮捕・監禁行為は，適法な監護権の行使と認められれば正当行為として違法性が阻却される．親権は未成年者に対して行使できるが，逮捕・監禁罪においては民法とは別個の，被害者の行動の自由の観点から，実質的な法益侵害の有無が判断される．東京地判平8117（判時1563152Ёオウム真理教監禁事件）は，19歳の少女を母親が逮捕・監禁した行為につき本罪の成立を認めたが，被害者の年齢の他，従前の親..."
"被害者が監禁状態につき同意すれば，構成要件該当性が欠け（あるいは違法性が阻却され⇨90頁），逮捕・監禁罪は成立しない（もっとも，8歳の児童には真意に基づく同意は...とは？","しかし，強制性交目的を知らずに同乗する場合のように，同意が錯誤等の瑕疵に基づく場合は，監禁罪が成立する。これに対し，いかに同意の動機や原因に瑕疵があっても，乗車すること，つまり客観的にみれば監禁状態に入ることについて，本人の認識に錯誤はないとする批判がある（法益関係的錯誤説。","刑法_基本概念","刑法,基本概念,構成要件,違法性","被害者が監禁状態につき同意すれば，構成要件該当性が欠け（あるいは違法性が阻却され⇨90頁），逮捕・監禁罪は成立しない（もっとも，8歳の児童には真意に基づく同意は認められないЁ大阪高判平27106判時2293139）．しかし，強制性交目的を知らずに同乗する場合のように，同意が錯誤等の瑕疵に基づく場合は，監禁罪が成立する．これに対し，いかに同意の動機や原因に瑕疵があっても，乗車すること，つまり客観的に..."
"）があるとは？","未遂暴行・脅迫はあったが，相手に義務のないことを行わせ，又は権利の行使を妨害するに至らなかった場合は未遂となる。暴行・脅迫自体が未遂の場合も含み，脅迫内容が相手に伝わらなくとも未遂となる（大判昭7317刑集11437Ё上司に郵送されてきた脅迫文を部下が開披し，上司に提出しなかった事案）。","刑法_基本概念","刑法,基本概念,故意","）がある．未遂暴行・脅迫はあったが，相手に義務のないことを行わせ，又は権利の行使を妨害するに至らなかった場合は未遂となる．暴行・脅迫自体が未遂の場合も含み，脅迫内容が相手に伝わらなくとも未遂となる（大判昭7317刑集11437Ё上司に郵送されてきた脅迫文を部下が開披し，上司に提出しなかった事案）．客観的には，強要の未遂としての脅迫・暴行と，脅迫罪・暴行罪との区別は困難であるが，強要の故意が認められ..."
"脅迫を加えたところ，被害者側が哀れみから義務のないことを行ったり，権利を行使しなかった場合も，強要罪の未遂であるとは？","恐怖心を生じなかった以上，脅迫行為と結果との因果関係が認められないからである（強盗罪の未遂参照⇨268頁）。","刑法_基本概念","刑法,基本概念,因果関係","脅迫を加えたところ，被害者側が哀れみから義務のないことを行ったり，権利を行使しなかった場合も，強要罪の未遂である．恐怖心を生じなかった以上，脅迫行為と結果との因果関係が認められないからである（強盗罪の未遂参照⇨268頁）．"
"略取・誘拐及び人身売買の罪外移送略取罪（旧226条1項）の成立を認め，親権者であっても正当化されないとしたとは？","同じく実子の略取について，最決平17126（刑集5910901）も，共同親権者である夫が，別居中の妻の下で養育されていた2歳の息子を，無理やり車に乗車させて連れ去った行為につき，家族間における行為として社会通念上許容され得る枠内にとどまるものと評することもできないとし，実質的に違法性が阻却される余地はないとした。","刑法_基本概念","刑法,基本概念,違法性","略取・誘拐及び人身売買の罪外移送略取罪（旧226条1項）の成立を認め，親権者であっても正当化されないとした．同じく実子の略取について，最決平17126（刑集5910901）も，共同親権者である夫が，別居中の妻の下で養育されていた2歳の息子を，無理やり車に乗車させて連れ去った行為につき，家族間における行為として社会通念上許容され得る枠内にとどまるものと評することもできないとし，実質的に違法性が阻却さ..."
"自由に対する罪本条の成立には，「近親者その他略取され又は誘拐された憂慮に乗じて者の安否を憂慮する者の憂慮に乗じて」行為することが必要であるとは？","「乗じて」とは，憂慮している状態を利用することをいう。1項の拐取罪は「憂慮に乗じて財物を交付させる」目的があれば足り，現実に近親者らの憂慮に乗ずる必要はない。","刑法_基本概念","刑法,基本概念,構成要件,因果関係","自由に対する罪本条の成立には，「近親者その他略取され又は誘拐された憂慮に乗じて者の安否を憂慮する者の憂慮に乗じて」行為することが必要である．「乗じて」とは，憂慮している状態を利用することをいう．1項の拐取罪は「憂慮に乗じて財物を交付させる」目的があれば足り，現実に近親者らの憂慮に乗ずる必要はない．2項の要求罪は「憂慮に乗ずる」ことが客観的構成要件要素であるため，近親者らが現実に憂慮しなければ犯罪が..."
"条1項は，身の代金目的以外の拐取罪の犯人の，拐取行為を幇助する目的で行う引渡し，収受，輸送，蔵匿，隠避行為を処罰し，2項は，身の代金目的拐取罪の犯人を幇助する目的で行われたこれらの行為を処罰するとは？","総則の共犯の意味での幇助（拐取の実行行為自体の幇助）とは異なり，拐取罪の犯罪結果を確保する事後従犯である。","刑法_基本概念","刑法,基本概念,共犯","条1項は，身の代金目的以外の拐取罪の犯人の，拐取行為を幇助する目的で行う引渡し，収受，輸送，蔵匿，隠避行為を処罰し，2項は，身の代金目的拐取罪の犯人を幇助する目的で行われたこれらの行為を処罰する．総則の共犯の意味での幇助（拐取の実行行為自体の幇助）とは異なり，拐取罪の犯罪結果を確保する事後従犯である．"
"【傾向犯従来の判例は，強制わいせつ罪には，わいせつ行為を行っていることの認識に加え，犯人の主観的傾向としてわいせつの目的（性欲を刺激，興奮させ，または満足させる...とは？","前掲・最判昭45129（消極））。しかし，被害者に性的羞恥心を抱かせるに足りる客観的行為を行っている以上，法益侵害性は認められ，その認識があれば故意も認められる。","刑法_基本概念","刑法,基本概念,故意","【傾向犯従来の判例は，強制わいせつ罪には，わいせつ行為を行っていることの認識に加え，犯人の主観的傾向としてわいせつの目的（性欲を刺激，興奮させ，または満足させるという性的意図）が必要であるとしてきた（傾向犯という．前掲・最判昭45129（消極））．しかし，被害者に性的羞恥心を抱かせるに足りる客観的行為を行っている以上，法益侵害性は認められ，その認識があれば故意も認められる．性的自由は，行為者の動機..."
"【故意被害者の同意を得た場合，相手が13歳未満であることの認識がなければ本罪は成立しない（強制性交等の場合も同様）とは？","逆に13歳以上であるのに13歳未満であると誤認した場合には，客観的構成要件要素が欠け，本罪は成立しない。暴行・脅迫を用いた場合には年齢に関係なく成立するため，年齢の誤認は問題とならない。","刑法_基本概念","刑法,基本概念,構成要件,故意","【故意被害者の同意を得た場合，相手が13歳未満であることの認識がなければ本罪は成立しない（強制性交等の場合も同様）．逆に13歳以上であるのに13歳未満であると誤認した場合には，客観的構成要件要素が欠け，本罪は成立しない．暴行・脅迫を用いた場合には年齢に関係なく成立するため，年齢の誤認は問題とならない．13歳未満でも同意があれば成立しないと誤信した場合には，法律の解釈の誤りに過ぎず故意は阻却されない..."
"【判例Ё抗拒不能状態の利用津地判平41214（判タ822281）は，自ら服用した睡眠薬のため抵抗困難な女性に対し，そのことを知らずに暴行を加えて姦淫する行為を，準強姦でなく強姦（致傷）罪に当たるとしたとは？","暴行と抗拒不能状態との因果性が欠けるようにも見えるが，頭部や手足を縛る等の手段を用いており，暴行により反抗困難な状態がより助長されたと評価でき，暴行と姦淫行為との因果関係が認められるからである。","刑法_基本概念","刑法,基本概念,因果関係","【判例Ё抗拒不能状態の利用津地判平41214（判タ822281）は，自ら服用した睡眠薬のため抵抗困難な女性に対し，そのことを知らずに暴行を加えて姦淫する行為を，準強姦でなく強姦（致傷）罪に当たるとした．暴行と抗拒不能状態との因果性が欠けるようにも見えるが，頭部や手足を縛る等の手段を用いており，暴行により反抗困難な状態がより助長されたと評価でき，暴行と姦淫行為との因果関係が認められるからである．"
"自由に対する罪生じたものに限らず，強制性交等の機会に行われた密接関連行為から生じたものも含むとは？","ホテルに連行された被害者が，隙を見て窓から飛び降りた際に負傷した場合（京都地判昭51521判時823110），屋外で強制性交されそうになった被害者が裸足で逃走したため負傷した場合（最決昭46922刑集256769）などは，手段としての暴行と致傷結果の因果関係が認められ，強制性交致傷罪と評価すべきだからである。","刑法_基本概念","刑法,基本概念,因果関係","自由に対する罪生じたものに限らず，強制性交等の機会に行われた密接関連行為から生じたものも含む．ホテルに連行された被害者が，隙を見て窓から飛び降りた際に負傷した場合（京都地判昭51521判時823110），屋外で強制性交されそうになった被害者が裸足で逃走したため負傷した場合（最決昭46922刑集256769）などは，手段としての暴行と致傷結果の因果関係が認められ，強制性交致傷罪と評価すべきだからであ..."
"条に，傷害ないし殺害の認識がある場合を含むかにつ死傷結果に故意のある場合いて，（a）死傷の結果に故意がある場合を含むとする見解は，┰181条のみが成立するとする...とは？","団藤495頁）。","刑法_基本概念","刑法,基本概念,故意","条に，傷害ないし殺害の認識がある場合を含むかにつ死傷結果に故意のある場合いて，（a）死傷の結果に故意がある場合を含むとする見解は，┰181条のみが成立するとする見解の他，щ181条だけでは殺意のある場合に死刑を適用できず，通常の殺人罪との柊衡がとれないとし（次頁表参照），殺意のある場合にのみ181条と199条との観念的競合とする見解がある（傷害については181条のみ適用する．団藤495頁）．"
"条は，殺意や傷害の故意のある場合は含まないとし（（b）説），かつ，┲刑の不柊衡（下表アンダーライン）を回避する説として，（b）┱説が妥当である（前田108頁）とは？","よって，強制性交後に殺意をもって殺害する場合は，原則として，殺人罪のほかに強制性交致死罪が成立するが（観念的競合），同所で半日以上経過後に，犯行発覚を防ぐために殺害する行為は，強制性交行為に通常随伴するものといえないため，殺人罪と強制性交罪の併合罪となる（千葉地判平23721裁判所Web参照）。","刑法_基本概念","刑法,基本概念,故意","条は，殺意や傷害の故意のある場合は含まないとし（（b）説），かつ，┲刑の不柊衡（下表アンダーライン）を回避する説として，（b）┱説が妥当である（前田108頁）．よって，強制性交後に殺意をもって殺害する場合は，原則として，殺人罪のほかに強制性交致死罪が成立するが（観念的競合），同所で半日以上経過後に，犯行発覚を防ぐために殺害する行為は，強制性交行為に通常随伴するものといえないため，殺人罪と強制性交罪..."
"侵入行為「侵入し」とは，他人の看守する建造物等に管理権者の意思に反して立ち入ることをいう（⇨225頁）とは？","ただし，侵入に正当な理由があれば，構成要件該当性を欠く。「正当な理由がない」ことと同意がないこととは別個の判断である。","刑法_基本概念","刑法,基本概念,構成要件","侵入行為「侵入し」とは，他人の看守する建造物等に管理権者の意思に反して立ち入ることをいう（⇨225頁）．ただし，侵入に正当な理由があれば，構成要件該当性を欠く．「正当な理由がない」ことと同意がないこととは別個の判断である．例えば捜索令状のある正当な立入りでも，居住権者の同意があるとは限らない．同意は真意に基づくものでなければならず，強盗目的を隠して「こんばんは」と挨拶し，家人が「お入り」と答えたの..."
"宛名が書かれている必要はないが，信書であるとの認識がなく封を開けた場合は故意が欠けるとは？","郵送に限らず，手渡しされた場合も含む。","刑法_基本概念","刑法,基本概念,故意","宛名が書かれている必要はないが，信書であるとの認識がなく封を開けた場合は故意が欠ける．郵送に限らず，手渡しされた場合も含む．"
"判タ1369121参照）とは？","死者の名誉死者の名誉については，虚偽の事実を摘示した場合に限り処罰される（230条2項）。死者に関する事実は，歴史的批判の対象としての意味も含むため，虚偽に限定されると説明される。","刑法_基本概念","刑法,基本概念,故意","判タ1369121参照）．死者の名誉死者の名誉については，虚偽の事実を摘示した場合に限り処罰される（230条2項）．死者に関する事実は，歴史的批判の対象としての意味も含むため，虚偽に限定されると説明される．過って虚偽の事実を摘示して名誉を侵害しても，故意が欠けるため本罪は成立しない．"
"条の2に関し，真実性の挙証責任を転換するものであり，立法者は「名誉毀損罪は成立し，処罰のみが阻却される」と考えていた（処罰阻却事由説とは？","最判昭3457⇨234頁）。一方，学説上は事実が真実であれば違法性が阻却されるという違法阻却事由説（ないし構成要件阻却事由説）が有力であった。","刑法_基本概念","刑法,基本概念,構成要件,違法性","条の2に関し，真実性の挙証責任を転換するものであり，立法者は「名誉毀損罪は成立し，処罰のみが阻却される」と考えていた（処罰阻却事由説．最判昭3457⇨234頁）．一方，学説上は事実が真実であれば違法性が阻却されるという違法阻却事由説（ないし構成要件阻却事由説）が有力であった．憲法上の表現の自由に基づく正当な行為と評価されると考えたのである．"
"名誉・信用に対する罪性の証明を果たせなかった以上，いかなる根拠に基づいた発言であろうと処罰は免れないとは？","これに対し，違法阻却事由説によれば，真実だと思って摘示した場合は，違法阻却事由を構成する事実に錯誤があったこととなり，故意責任を問えないことになる。多数説は，違法阻却事由の錯誤を事実の錯誤としているからである（⇨108頁）。","刑法_基本概念","刑法,基本概念,故意","名誉・信用に対する罪性の証明を果たせなかった以上，いかなる根拠に基づいた発言であろうと処罰は免れない．これに対し，違法阻却事由説によれば，真実だと思って摘示した場合は，違法阻却事由を構成する事実に錯誤があったこととなり，故意責任を問えないことになる．多数説は，違法阻却事由の錯誤を事実の錯誤としているからである（⇨108頁）．"
"相当な根拠しかし，違法阻却事由説のように，真実であると軽信した者まで不可罰とする結論は，名誉の保護を軽視することとなり，他方，処罰阻却事由説のように，十分な取材...とは？","そこで，「相当な根拠に基づいた摘示であれば，真実と証明し得なくとも不可罰とする」と解する見解が有力となり，最大判昭44625（刑集237975Ё夕刊和歌山時事事件）も，「誤信したことについて，確実な資料，根拠に照らし相当の理由があるときは，犯罪の故意がな」いとした。","刑法_基本概念","刑法,基本概念,故意","相当な根拠しかし，違法阻却事由説のように，真実であると軽信した者まで不可罰とする結論は，名誉の保護を軽視することとなり，他方，処罰阻却事由説のように，十分な取材に基づいて摘示したとしても，最終的に証明に失敗すれば必ず処罰されるとなると，表現の自由は過度に萎縮するおそれがある．そこで，「相当な根拠に基づいた摘示であれば，真実と証明し得なくとも不可罰とする」と解する見解が有力となり，最大判昭44625..."
"その後，故意の問題とされてきた「相当な根拠に基づいたか実質的違法性判断否か」という判断を違法論に移し，「一応真実と考えられる程度の相当の根拠を持って情報を流す行...とは？","ただし，230条の2は，挙証責任が転換していることからも処罰阻却事由を規定したものと理解するのが妥当である。そこで，相当な根拠に基づいた場合は一般の違法阻却事由（35条）として正当化され，相当な根拠に基づかなくとも，結果的に真実と証明された場合に230条の2の処罰阻却事由が認められると理解すべきである（二元的説明）。","刑法_基本概念","刑法,基本概念,違法性,故意","その後，故意の問題とされてきた「相当な根拠に基づいたか実質的違法性判断否か」という判断を違法論に移し，「一応真実と考えられる程度の相当の根拠を持って情報を流す行為は，憲法21条の表現の自由の行使として，正当化される」とする考え方が有力化する（平川235頁，藤木245頁，団藤527頁，林124頁）．ただし，230条の2は，挙証責任が転換していることからも処罰阻却事由を規定したものと理解するのが妥当で..."
"虚偽の風説とは事実と異なった噂であるが，一部に真実が含まれている場合や，伝聞した事柄も含むとは？","破産した者につき「破産した」との噂を流すなど，真実の場合は含まない。故意犯である以上，虚偽の認識が必要である。","刑法_基本概念","刑法,基本概念,故意","虚偽の風説とは事実と異なった噂であるが，一部に真実が含まれている場合や，伝聞した事柄も含む．破産した者につき「破産した」との噂を流すなど，真実の場合は含まない．故意犯である以上，虚偽の認識が必要である．「流布」とは，不特定または多数人に伝播させることをいう．順次伝わった場合も含むため，特定の少数の者に話すことも含むが，その結果として流布すること，およびその認識が必要である．偽計とは，積極的に人"
"「業務」とは，職業その他社会生活上の地位に基づいて継続して行う事務又は事業をいうが，営利を目的とする必要はないとは？","ただし，業務上過失致死傷罪（211条）の業務（⇨189頁）のように，人の生。","刑法_基本概念","刑法,基本概念,過失","「業務」とは，職業その他社会生活上の地位に基づいて継続して行う事務又は事業をいうが，営利を目的とする必要はない．ただし，業務上過失致死傷罪（211条）の業務（⇨189頁）のように，人の生"
"民法上の財産権に争いのある所持の侵害を，刑法上の保護から排除することは妥当でない（前掲・最決昭61718⇨249頁）とは？","法的権原に基づかない占有の侵害行為についても，奪取罪の構成要件該当性が認められるという意味で，所持説が妥当である。ただし，242条の「他人の財物」に該当する場合であっても，盗品を被害者が取り戻す場合のような権利行使の場合は，自救行為（⇨89頁）として違法阻却が認められる（その場で取り戻す必要性および手段の相当性等が必要である⇨拙著・財産犯論の研究422頁参照）。","刑法_基本概念","刑法,基本概念,構成要件","民法上の財産権に争いのある所持の侵害を，刑法上の保護から排除することは妥当でない（前掲・最決昭61718⇨249頁）．法的権原に基づかない占有の侵害行為についても，奪取罪の構成要件該当性が認められるという意味で，所持説が妥当である．ただし，242条の「他人の財物」に該当する場合であっても，盗品を被害者が取り戻す場合のような権利行使の場合は，自救行為（⇨89頁）として違法阻却が認められる（その場で取..."
"不法領得の意思意義毀棄罪を除く領得罪に関しては，故意として客観的な犯罪事実の認識に加え，不法領得の意思（主観的超過要素）が必要であるとは？","不法領得の意思とは，権利者を排除し他人の物を自己の所有物としてその経済的用法に従。","刑法_基本概念","刑法,基本概念,故意","不法領得の意思意義毀棄罪を除く領得罪に関しては，故意として客観的な犯罪事実の認識に加え，不法領得の意思（主観的超過要素）が必要である．不法領得の意思とは，権利者を排除し他人の物を自己の所有物としてその経済的用法に従"
"【判例Ё一時使用最判昭26713（刑集581437）は，強盗犯人が逃走のために海岸に係留してあった船を50メートルほど漕ぎ出した行為につき，乗り捨て意思があることを根拠に不法領得の意思を認めたとは？","その後，盗品運搬のための自動車の一時使用行為につき，違法目的である点を強調して窃盗罪に当たるとした判例が登場し（東京高判昭3334高刑集11267，最決昭43917裁判集刑168691），さらに，単純な自動車の数時間の乗り回し行為についても窃盗罪の成立を認めるに至った（最判昭551030刑集345357）。その後も返還意思を問わずに不法領得の意思を認めた裁判例が多く，会社の機密資料を約2時間社外に持ち出し，複写後に返還する行為（東京地判昭55214判時957118），新薬製造承認申請に関する秘密資料を約7時間持ち出し複写して返却した行為（東京地判昭59628判時11266），さらに市役所内で閲覧用に借り出した住民台帳マイクロフィルムを，共犯者が庁外へ持ち出しコピーして返還した行為（札幌地判平5628判タ838268）等がある。","刑法_基本概念","刑法,基本概念,共犯","【判例Ё一時使用最判昭26713（刑集581437）は，強盗犯人が逃走のために海岸に係留してあった船を50メートルほど漕ぎ出した行為につき，乗り捨て意思があることを根拠に不法領得の意思を認めた．その後，盗品運搬のための自動車の一時使用行為につき，違法目的である点を強調して窃盗罪に当たるとした判例が登場し（東京高判昭3334高刑集11267，最決昭43917裁判集刑168691），さらに，単純な自動..."
"財産犯総論【判例Ё毀棄罪との区別判例は，小学校の教員が校長を失脚させようとして，教育勅語を教室の天井裏に隠した行為につき，不法領得の意思が欠けるとして窃盗罪の成...とは？","さらに，最決平161130（刑集5881005）は，支払督促制度を悪用してAの財産を不正に差し押さえて強制執行することなどにより金員を得ようと考え，内容虚偽の支払督促を申し立てた上，裁判所からAに発送された支払督促正本等を，共犯者がAを装って，郵便配達人から騙し取る行為は，その正本が受取人Aの手に渡らないように廃棄するためだけの目的である場合には，不法領得の意思が欠けるとした。経済的利得の手段であっても，「廃棄する」という目的では，領得とはいえず，毀棄罪となろう。","刑法_基本概念","刑法,基本概念,共犯","財産犯総論【判例Ё毀棄罪との区別判例は，小学校の教員が校長を失脚させようとして，教育勅語を教室の天井裏に隠した行為につき，不法領得の意思が欠けるとして窃盗罪の成立を否定した大判大4521（刑録21663）以来，②の意思必要説を採用し，最高裁も投票用紙に関する前掲・最判昭33417判決で，不法領得の意思として本来的用法で利用・処分する意思が必要であることを示した．さらに，最決平161130（刑集58..."
"）は，騙す行為があるように見えても，「処分行為に向けられた欺く行為」が認められず，いずれも窃盗罪に当たる（⇨281頁）とは？","なお，パチスロ店内で，共犯者がパチスロ機から不正な方法によりメダルを窃取している間，その者の犯行を隠蔽する目的をもって，「壁役」となるためにその隣のパチスロ機において，自ら通常の方法により遊戯していた場合も，不正取得したメダルについての窃盗罪の共同正犯となる（最決平21629刑集。","刑法_基本概念","刑法,基本概念,共犯","）は，騙す行為があるように見えても，「処分行為に向けられた欺く行為」が認められず，いずれも窃盗罪に当たる（⇨281頁）．なお，パチスロ店内で，共犯者がパチスロ機から不正な方法によりメダルを窃取している間，その者の犯行を隠蔽する目的をもって，「壁役」となるためにその隣のパチスロ機において，自ら通常の方法により遊戯していた場合も，不正取得したメダルについての窃盗罪の共同正犯となる（最決平21629刑集"
